CADILLAC SEVILLE	FL	6
CADILLAC SEVILLE	NM	6
CADILLAC SEVILLE	NV	2
CADILLAC SEVILLE	WA	2
CADILLAC SEVILLE	WV	2
CADILLAC TAX	TX	2
CADILLAC XLR	NM	12
CADILLAC XTS	CA	4
CALDWELL TOYOTA	WV	2
CAPRESSO MINI DRIP	MI	6
CAPRESSO MINI DRIP	OH	6
CAPRESSO MINI DRIP	VA	6
CAPRESSO MINI DRIP COFFEE	OH	2
CHEVORLET	NY	64
CHEVORLET	NC	12
CHEVORLET	MN	10
CHEVORLET	NM	8
CHEVORLET	MS	6
CHEVROLET	NY	1854
CHEVROLET	FL	16
CHEVROLET	NM	14
CHEVROLET	NV	14
CHEVROLET	TX	14
CHEVROLET ASTRO	NV	2
CHEVROLET AVALANCHE	NV	12
CHEVROLET AVALANCHE	FL	2
CHEVROLET AVALANCHE	NE	2
CHEVROLET AVALANCHE	WV	2
CHEVROLET CAVALIER	NM	8
CHEVROLET CAVALIER	WV	6
CHEVROLET CAVALIER	NV	4
CHEVROLET CHEVELLE	NY	12
CHEVROLET CHEVELLE	WI	2
CHEVROLET COBALT	NM	8
CHEVROLET COBALT	NJ	6
CHEVROLET COBALT	WI	6
CHEVROLET COBALT	CA	2
CHEVROLET COBALT	WV	2
CHEVROLET COLORADO	WV	8
CHEVROLET COLORADO	NV	6
CHEVROLET COLORADO	NM	2
CHEVROLET COLORADO	WY	2
CHEVROLET CORVETTE CONVERTIBLE	NY	2
CHEVROLET EXPRESS	NY	144
CHEVROLET EXPRESS	WA	6
CHEVROLET EXPRESS	WV	6
CHEVROLET EXPRESS	NM	4
CHEVROLET EXPRESS CARGO	WV	2
CHEVROLET HHR	CA	2
CHEVROLET MALIBU	CA	8
CHEVROLET MALIBU	FL	8
CHEVROLET MALIBU	NM	8
CHEVROLET MALIBU	ME	6
CHEVROLET MALIBU	NV	6
CHEVROLET MONTE CARLO	FL	2
CHEVROLET MONTE CARLO	TX	2
CHEVROLET S-10	NM	4
CHEVROLET S-10	CA	2
CHEVROLET S-10	WV	2
CHEVROLET S-10	WY	2
CHEVROLET SECURITYHTTP	WV	2
CHEVROLET SILVERADO	NM	60
CHEVROLET SILVERADO	WI	22
CHEVROLET SILVERADO	NV	18
CHEVROLET SILVERADO	FL	16
CHEVROLET SILVERADO	TX	12
CHEVROLET SONIC	CA	6
CHEVROLET SUBURBAN	NY	116
CHEVROLET SUBURBAN	CA	6
CHEVROLET SUBURBAN	WV	6
CHEVROLET SUBURBAN	OR	4
CHEVROLET SUBURBAN	WY	4
CHEVROLET TAHOE	NM	30
CHEVROLET TAHOE	WV	14
CHEVROLET TAHOE	FL	12
CHEVROLET TAHOE	NV	10
CHEVROLET TAHOE	WY	10
CHEVROLET TRAILBLAZER	NM	22
CHEVROLET TRAILBLAZER	WY	8
CHEVROLET TRAILBLAZER	WV	6
CHEVROLET TRAILBLAZER	FL	2
CHEVROLET UPLANDER	NM	6
CHEVROLET VENTURE	WV	6
CHEVROLET VENTURE	NM	2
CHRYSLER	NY	120
CHRYSLER	WV	36
CHRYSLER	CA	32
CHRYSLER	NV	28
CHRYSLER	TX	26
CHRYSLER 200	NM	14
CHRYSLER 200	WV	6
CHRYSLER 200	FL	2
CHRYSLER BUILDING	WV	2
CHRYSLER IMPERIAL	NV	2
CHRYSLER LHS	NY	12
CHRYSLER LLC	WY	2
CHRYSLER NEW YORKER	FL	2
CHRYSLER PACIFICA	FL	2
CHRYSLER PACIFICA	NV	2
CHRYSLER PACIFICA	OR	2
CHRYSLER PRODUCT DESIGN OFFICE	WY	6
CHRYSLER TOWN AND COUNTRY	WI	18
CHRYSLER TOWN AND COUNTRY	WV	16
CHRYSLER TOWN AND COUNTRY	NM	8
CHRYSLER TOWN AND COUNTRY	NV	4
CHRYSLER TOWN AND COUNTRY	WY	4
CHRYSLER VOYAGER	NV	2
CITROEN	NY	32
CITROEN	AK	20
CJ WILSON MAZDA	WY	2
CLIMATE SMART AG	VT	2
COOKIESWEETCR SMART	SC	2
CREST HONDA	NM	2
CREST INFINITI	NM	2
CROWLEY KIA	CT	6
CROWLEY KIA	TX	6
CROWN NISSAN	WA	2
CURRY FORD	FL	2
CURRY FORD ROAD	FL	2
DAEWOO	NY	270
DAEWOO	CA	2
DAEWOO	NJ	2
DAVID FORD PRODUCTIONS	WV	2
DESERT EAGLE BREWING COMPANY	CA	2
DIGI AUSTIN	TX	2
DODGE	NY	70
DODGE	TX	18
DODGE	WV	10
DODGE	CA	8
DODGE	NM	8
DODGE AIRFLOW BANK COLLECTORS	NY	2
DODGE CALIBER	WV	16
DODGE CALIBER	FL	12
DODGE CALIBER	NM	2
DODGE CALIBER	WY	2
DODGE CARAVAN	NY	568
DODGE CARAVAN	AK	6
DODGE CARAVAN	CO	6
DODGE CARAVAN	ME	6
DODGE CARAVAN	WY	4
DODGE CHARGER	WV	2
DODGE CHARGER 500	NY	6
DODGE CORONET	NY	222
DODGE CORONET	MI	4
DODGE DART GT	MN	2
DODGE JOURNEY	NM	6
DODGE JOURNEY	TX	6
DODGE JOURNEY	HI	2
DODGE JOURNEY	WY	2
DODGE NATIONAL PRESS	OK	6
DODGE NATIONAL PRESS	AZ	2
DODGE RAM CARGO	NM	2
DODGE RAM CARGO	WV	2
DODGE SPRINTER	NY	4
DODGE SPRINTER CARGO	WV	2
DODGE STRATUS	WV	2
DOLPHIN TOYOTA	WI	2
EAGLE	NY	106
EAGLE	FL	6
EAGLE	WI	2
EAGLE BANCORP	VA	6
EAGLE BANCORP INC.	WV	6
EAGLE BOYS	CA	6
EAGLE BULK SHIPPING	NY	6
EAGLE BULK SHIPPING	WA	6
EAGLE CREEK SOFTWARE	WA	6
EAGLE DREAMS PROMOTIONS	IL	6
EAGLE EXCELLENCE	MD	6
EAGLE FORD	TX	2
EAGLE FORD PERMITS	TX	2
EAGLE HEAD	NY	48
EAGLE NATIONWIDE MORTGAGE COMPANY HUNTINGTON	WV	2
EAGLE ONE PIZZA	OK	2
EAGLE TELEMEDICINE	LA	6
EAGLE USA	NY	2
EL TABLERO SMART	FL	6
ELIE SAAB HAUTE COUTURE	GA	6
ENDRAS BMW	WI	2
EW SMART	CA	2
FAIRFAX HYUNDAI	WV	2
FERRARI	NY	328
FERRARI	CA	26
FERRARI	NJ	26
FERRARI	AK	18
FERRARI	AZ	18
FERRARI 250	NY	144
FERRARI 250	CA	4
FERRARI 250	OK	2
FERRARI 330	NY	120
FERRARI 348	NY	44
FERRARI 365	CA	6
FERRARI 365	NY	2
FERRARI F50 GT	CA	6
FERRARI STORE	CA	2
FERRARI SUPERCARS	NY	2
FERRARI TRUCK	NY	6
FIAT	NY	52
FIAT	FL	6
FIAT	IN	6
FIAT	WY	6
FIAT	NJ	2
FIAT 500 ABARTH	MO	6
FIAT 500 ABARTH.	WV	2
FIAT CHRYSLER	ND	6
FIAT CHRYSLER	OK	6
FIAT CHRYSLER	NY	4
FIAT CHRYSLER	WY	2
FIAT CHRYSLER AUTOMOBILES	WY	6
FIAT CHRYSLERS	MD	2
FIAT PANDA	NY	42
FIAT PANDA	AZ	6
FIAT PUNTO	AK	2
FIXE AUSTIN	TX	2
FOOSE DESIGN	CA	2
FORD	NY	4266
FORD	CA	244
FORD	NM	216
FORD	WV	172
FORD	FL	136
FORD AEROSTAR	NM	6
FORD ANGLIA	NY	12
FORD BRONCO	NY	26
FORD BRONCO	IL	12
FORD BRONCO	WY	6
FORD BRONCO	CA	2
FORD CARS	TX	2
FORD CHINA	TX	2
FORD CORTINA	NY	76
FORD CORTINA	AK	2
FORD CROWN VICTORIA	WV	8
FORD CROWN VICTORIA	NM	2
FORD CUSTOM	HI	6
FORD CUSTOM	FL	4
FORD CUSTOM	NY	4
FORD DETAIL	NM	4
FORD E-SERIES	CA	6
FORD E-SERIES	WV	6
FORD E-SERIES	TX	2
FORD E-SERIES	WY	2
FORD ENGINEER	FL	6
FORD ESCAPE	WV	10
FORD ESCAPE	WY	10
FORD ESCAPE	HI	6
FORD ESCAPE	NJ	6
FORD ESCAPE	NM	6
FORD EVERYDAY	MN	12
FORD EXCURSION	CA	4
FORD EXPEDITION	TX	22
FORD EXPEDITION	NM	14
FORD EXPEDITION	IL	12
FORD EXPEDITION	WV	8
FORD EXPEDITION	CA	6
FORD EXPLORER SPORT TRAC	NM	12
FORD EXPLORER SPORT TRAC	WV	12
FORD EXPLORER SPORT TRAC	NV	6
FORD EXPLORER SPORT TRAC	TX	6
FORD F-350	WY	20
FORD F-350	NY	8
FORD F-350	NE	6
FORD F-350	FL	2
FORD F-350	NV	2
FORD F-SERIES SUPER DUTY	GA	12
FORD FESTIVA	NM	2
FORD FLEX	MI	2
FORD FLEX	NM	2
FORD FLEX	TX	2
FORD FLEX	WI	2
FORD FLEX	WV	2
FORD FOCUS	WV	8
FORD FOCUS	WI	6
FORD FOCUS	NM	2
FORD FOCUS	NV	2
FORD FOCUS TITANIUM	NY	24
FORD FOCUS WRC	NY	106
FORD FOOD	OR	6
FORD FOUNDATION	CA	6
FORD FREESTAR	WY	2
FORD FREESTYLE	WV	8
FORD FREESTYLE	WY	6
FORD FREESTYLE	ME	2
FORD FREESTYLE	NV	2
FORD FREESTYLE	WI	2
FORD GALAXIE 500	NY	6
FORD GALAXIE.	NM	2
FORD INVESTORS	NY	12
FORD KNOX	NM	6
FORD LTD	FL	6
FORD LTD CROWN VICTORIA	NM	6
FORD MODELS	NY	2
FORD MODELS MEN	WV	4
FORD MOTOR	WY	6
FORD MOTOR	CA	2
FORD MOTOR CO	NY	30
FORD MOTOR CO	CT	6
FORD MOTOR CO	WY	2
FORD MOTOR CO.	MI	6
FORD MOTOR CO.	NY	6
FORD MOTOR CO.	WY	2
FORD MOTOR COMPANY	AK	6
FORD MOTOR COMPANY	WY	6
FORD MUSTANG BOSS 429	NY	4
FORD MUSTANG MACH 1	NM	6
FORD MUSTANG MACH 1	NY	2
FORD MUSTANG MACH 1.	RI	6
FORD MUSTANG MACH 1.	OH	2
FORD PARTNER	WI	6
FORD PRODUCT DEVELOPMENT CENTER	WY	6
FORD PUMA	NY	42
FORD RANGER	NY	210
FORD RANGER	NM	10
FORD RANGER	AK	8
FORD RANGER	ME	8
FORD RANGER	CA	6
FORD RESEARCH	CA	10
FORD SIERRA	NY	4
FORD SPITZER GROUP	OH	2
FORD TAURUS SHO	FL	6
FORD TRACTOR	NY	6
FORD TRANSIT	NY	36
FORD TRANSIT	WI	6
FORD TRANSIT CONNECT CARGO	NM	2
FORD TRUCK	TX	6
FORD XB FALCON	NY	12
FORD ZEPHYR	NY	4
FRANCIS FORD COPPOLA WINERY	CA	2
FREDDIE MERCURY	NJ	6
FREDDIE MERCURY	OK	4
FREDDIE MERCURY	AK	2
FREE EAGLE	NM	2
GALPIN HONDA SERVICE	CA	2
GEO	FL	6
GEO	MN	6
GEO	NY	6
GEO	WY	2
GEO GROUP	FL	6
GEO GROUP	NJ	6
GEO GROUP	NM	6
GEO GROUP	SC	6
GEO GROUP INC	CA	24
GEO GROUP INC.	CA	6
GEO PRIZM	WV	6
GEO TRACKER	WY	6
GIANT EAGLE	OH	2
GIANT EAGLE SUPERMARKET	WV	22
GMC	NY	354
GMC	NV	24
GMC	WV	16
GMC	NM	12
GMC	WY	12
GMC ACADIA	WY	12
GMC ACADIA	NM	4
GMC ACADIA	CA	2
GMC ACADIA	FL	2
GMC ACADIA	TX	2
GMC CANYON	CA	6
GMC CANYON	WA	6
GMC ENVOY	NM	12
GMC ENVOY	TX	6
GMC ENVOY	FL	2
GMC ENVOY XL	NM	6
GMC SAVANA	WA	6
GMC SIERRA	NY	134
GMC SIERRA	ME	20
GMC SIERRA	WV	14
GMC SIERRA	FL	12
GMC SIERRA	TX	8
GMC SONOMA	WY	2
GMC SYCLONE	CA	2
GMC TERRAIN	IL	6
GMC TERRAIN	NV	6
GMC TERRAIN	MO	2
GOCHIE FORD	NM	4
GOLD EAGLE	FL	6
GORTONSSEAFOOD SMART	NH	6
GUNTHER MAZDA	FL	2
HAWKINSON NISSAN	TX	2
HEADQUARTER HONDA	FL	6
HEALEY KIA	NY	2
HEARTLAND HONDA	NM	2
HENDRICK VOLKSWAGEN	TX	6
HENNESSY CADILLAC DULUTH	NM	2
HENRY FORD	MI	12
HERPA BOLEY GMC INTERNATIONAL UTILITY	NY	2
HJ PFAFF AUDI	WI	2
HOLDEN	TX	6
HOLDEN	PA	4
HONDA	NY	1080
HONDA	WV	186
HONDA	CA	154
HONDA	NM	136
HONDA	WY	98
HONDA BLOOMFIELD	WY	6
HONDA CIVIC HATCH	OH	6
HONDA CIVIC HYBRID	NY	6
HONDA CR-V	NM	20
HONDA CR-V	CA	16
HONDA CR-V	WY	14
HONDA CR-V	WV	8
HONDA CR-V	NE	6
HONDA ELEMENT	NY	88
HONDA ELEMENT	CA	6
HONDA HR-V	WY	2
HONDA INSIGHT	NY	6
HONDA MOTORS	CT	6
HONDA NSX	NY	12
HONDA ODYSESSY	CA	2
HONDA ODYSSEY	NY	140
HONDA ODYSSEY	WV	20
HONDA ODYSSEY	CA	10
HONDA ODYSSEY	NM	10
HONDA ODYSSEY	TX	6
HONDA ODYSSEY.	NJ	6
HONDA PASSPORT	TX	6
HONDA PILOT	NM	8
HONDA PILOT	AZ	2
HONDA PILOT	CA	2
HONDA PILOT	NV	2
HONDA PILOT	OR	2
HONDA PILOT.	MI	2
HONDA RACING	MI	12
HONDA STORE	NM	6
HUMMER	NY	156
HUMMER	AK	6
HUMMER	FL	2
HUMMER	TX	2
HUMMER	WV	2
HYUNDAI	NY	168
HYUNDAI	WV	46
HYUNDAI	TX	38
HYUNDAI	FL	30
HYUNDAI	WI	26
HYUNDAI AZERA	WY	8
HYUNDAI CAPITAL AMERICA	NY	6
HYUNDAI ELANTRA	WY	10
HYUNDAI ELANTRA	FL	8
HYUNDAI ELANTRA	NM	8
HYUNDAI ELANTRA	OH	6
HYUNDAI ELANTRA	NV	4
HYUNDAI SANTA FE	OR	8
HYUNDAI SANTA FE	NM	6
HYUNDAI SANTA FE	TX	6
HYUNDAI SANTA FE	NV	2
HYUNDAI SANTA FE	WV	2
HYUNDAI SONATA	KY	12
INFINITI	NY	224
INFINITI	FL	26
INFINITI	NM	22
INFINITI	TX	22
INFINITI	CA	14
INFINITI FX35	NY	66
INFINITI FX35	FL	6
INFINITI FX35	TX	6
INFINITI FX35	WY	2
INFINITI G35	TX	14
INFINITI G35	CA	6
INFINITI G35	FL	6
INFINITI G35	AZ	2
INFINITI G35	WV	2
INFINITI M45	ME	6
INFINITI QX56	FL	2
IOT SMART TECHNOLOGIES	ND	6
IRONHIDE GMC TOPKICK	ID	6
ISUZU	WY	6
ISUZU AMIGO	NM	6
ISUZU RODEO	OR	6
ISUZU TROOPER	FL	12
IVCC LINCOLN	IL	6
JAGUAR	NY	50
JAGUAR	NJ	12
JAGUAR	UT	12
JAGUAR	AZ	6
JAGUAR	CA	6
JAGUAR CULT SHAMANS	CA	6
JAGUAR LAND ROVER	ID	6
JAGUAR LAND ROVER	AK	4
JAGUAR LAND ROVER	WA	2
JAGUAR LAND ROVER BIRMINGHAM	NM	2
JAGUAR S-TYPE	WY	6
JAGUAR S-TYPE	NM	2
JAGUAR S-TYPE	NV	2
JAGUAR XF	CA	10
JAGUAR XF	GA	6
JAPANESE RESTAURANT HONDA	CA	2
JEEP	NY	230
JEEP	AZ	50
JEEP	SC	30
JEEP	TX	20
JEEP	NM	16
JEEP GRAND WAGONEER	NY	24
JEEP GRAND WAGONEER	NC	12
JEEP GRAND WAGONEER.	FL	6
JEEP WAGONEER	FL	12
JEEP WRANGLER SAHARA	NM	6
JP MORGAN	WV	6
JP MORGAN CHASE	NY	28
KIA	TX	40
KIA	IN	38
KIA	CA	36
KIA	NM	22
KIA	NY	22
KIA AMANTI	WV	2
KIA DEALERSHIP	WI	2
KIA FORTE	CA	6
KIA FORTE	WY	6
KIA FORTE	FL	2
KIA MOTORS	CA	12
KIA MOTORS	FL	6
KIA MOTORS	NM	2
KIA MOTORS AMERICA	NY	6
KIA OPTIMA	NM	16
KIA OPTIMA	CA	8
KIA OPTIMA	AZ	6
KIA OPTIMA	AK	2
KIA OPTIMA	WI	2
KIA RACING	FL	2
KIA RACING	NY	2
KIA RIO	FL	6
KIA RIO	NV	6
KIA SEDONA	GA	6
KIA SEDONA	FL	4
KIA SEDONA	WV	2
KIA SPECTRA	NV	8
KIA SPECTRA	NY	6
KIA SPECTRA	NM	4
KIA SPECTRA	OR	2
KIA SPECTRA	WA	2
KIA SPORTAGE	WI	12
KIA SPORTAGE	FL	6
KIA SPORTAGE	NM	2
KIA SPORTAGE	NV	2
KIA ZI SHIRU	CA	4
KIMO BENTLEY SKINCARE	NY	6
KINDER MORGAN INC	DE	12
KINDER MORGAN PIPELINE	WA	2
KINGS HONDA	NV	6
LAMBORGHINI	NY	196
LAMBORGHINI	FL	38
LAMBORGHINI	CA	34
LAMBORGHINI	TX	34
LAMBORGHINI	OR	18
LAMBORGHINI AVENTADOR	CA	6
LAMBORGHINI AVENTADOR	IA	4
LAMBORGHINI AVENTADOR	FL	2
LEXPOINT AUDI	AK	2
LEXUS	NY	216
LEXUS	CA	42
LEXUS	HI	34
LEXUS	NV	34
LEXUS	TX	30
LEXUS CT	FL	6
LEXUS CT	MA	6
LEXUS IS	AK	6
LEXUS IS	NE	6
LEXUS IS	NY	6
LEXUS IS	NV	4
LEXUS IS	NM	2
LEXUS LS	CA	6
LEXUS LS	NY	2
LEXUS LS	WV	2
LEXUS LX	NM	2
LEXUS RX	GA	12
LEXUS RX	MD	10
LEXUS RX	NC	6
LEXUS RX	NV	6
LEXUS RX	WI	6
LEXUS SIMMONS	WV	2
LIC AUSTIN	TX	6
LINCOLN	CA	8
LINCOLN	NE	8
LINCOLN	AK	2
LINCOLN AT SCHULZ TRANSPORTATION SERVICES	NE	6
LINCOLN BARONS	AK	2
LINCOLN BREWING CO.	NM	4
LINCOLN ELECTRIC PRECISION	NY	60
LINCOLN MARK LT	FL	2
LINCOLN MKZ	KY	18
LINCOLN MKZ	OH	8
LINCOLN MKZ	OR	6
LINCOLN MKZ	WY	6
LINCOLN NAVIGATOR	FL	8
LINCOLN NAVIGATOR	NV	2
LINCOLN NAVIGATOR	WV	2
LINCOLN NAVIGATOR	WY	2
LINCOLN ZEPHYR	NY	6
LOTUS	NY	84
LOTUS	AL	2
LOTUS	TX	2
LOTUS	WV	2
LOTUS 17	WV	2
LOTUS ACUPUNCTURE LLC	OR	2
LOTUS CORTINA	NY	296
LOTUS CRUSH	AL	6
LOTUS EXPERIMENTS	NY	6
LOTUS SMOKE SHOP	FL	6
LUSH COSMETICS AUSTIN	TX	2
LYONS TOYOTA	WY	6
MARKS MITSUBISHI	NM	2
MASERATI	CA	14
MASERATI	AZ	8
MASERATI	CT	6
MASERATI	DE	6
MASERATI	FL	6
MASERATI COUPE	WY	6
MASERATI SHOWROOM BUCHAREST	WI	6
MAXWELL SMART	WV	2
MAYBACH	HI	6
MAYBACH	WA	6
MAYBACH	NV	2
MAYBACH MONEY BEYER	NJ	6
MAYBACH MUSIC	NY	2
MAZDA	NY	66
MAZDA	CA	28
MAZDA	NM	18
MAZDA	TX	16
MAZDA	WY	16
MAZDA B-SERIES	WY	6
MAZDA CX-5	NY	12
MAZDA CX-5	WV	6
MAZDA CX-5	WY	2
MAZDA CX-7	FL	18
MAZDA CX-9	IA	6
MAZDA CX-9	OR	6
MAZDA CX-9	WV	6
MAZDA LEEDS	AK	2
MAZDA MAZDA3	WV	10
MAZDA MAZDA3	CA	6
MAZDA MAZDA3	TX	2
MAZDA MILLENIA	WV	2
MAZDA MX-5	AK	10
MAZDA PROTEGE	WV	8
MAZDA PROTEGE	NM	6
MAZDA TOYO	CA	6
MAZDA TRIBUTE	TX	6
MAZDA TRIBUTE	NM	2
MCLAREN	AK	12
MCLAREN	NY	12
MCLAREN	NM	8
MCLAREN	WY	8
MCLAREN	CA	6
MERCEDES	AK	6
MERCEDES	WV	6
MERCEDES	GA	2
MERCEDES-BENZ	NY	258
MERCEDES-BENZ	LA	50
MERCEDES-BENZ	FL	16
MERCEDES-BENZ	WI	14
MERCEDES-BENZ	IN	12
MERCEDES-BENZ C-CLASS	NM	10
MERCEDES-BENZ C-CLASS	CA	8
MERCEDES-BENZ C-CLASS	WY	6
MERCEDES-BENZ C-CLASS	FL	2
MERCEDES-BENZ C-CLASS	NC	2
MERCEDES-BENZ CLS-CLASS	CA	6
MERCEDES-BENZ CORP	FL	12
MERCEDES-BENZ CORPORATE RUN	FL	2
MERCEDES-BENZ GLK-CLASS	FL	8
MERCEDES-BENZ HATAY	NM	2
MERCEDES-BENZ SL-CLASS	CA	2
MERCEDES-BENZ VICTORIA STAR MOTORS	WI	12
MERCURY	NY	58
MERCURY	FL	22
MERCURY	AK	14
MERCURY	TN	14
MERCURY	MI	12
MERCURY COMET	NY	52
MERCURY GRAND MARQUIS	MI	6
MERCURY GRAND MARQUIS	WY	2
MERCURY MARINE	NC	12
MERCURY MARINE PRO	NC	12
MERCURY MARINER	WY	6
MERCURY MISSION	NM	2
MERCURY MONTCLAIR	MI	6
MERCURY MOUNTAINEER	NM	2
MERCURY MOUNTAINEER	WI	2
MERCURY MOUNTAINEER	WY	2
MERCURY OUTBOARD	NY	16
MERCURY PARK LANE	CA	2
MERCURY PARK LANE	WI	2
MERCURY SABLE	NM	6
MERCURY SABLE	NV	6
MERCURY SABLE	WV	6
MERCURY SYSTEMS	NY	6
MERCURY TRACER	FL	6
MICKEY MINI	NY	18
MILLENNIUM HYUNDAI	WV	2
MINI	NY	12
MINI	AK	6
MINI	CA	6
MINI	IL	6
MINI	IN	6
MINI ASIAN INSPIRED CAKES	AZ	6
MINI ASIAN INSPIRED CAKES	TX	6
MINI BURGERS	MN	6
MINI CITY MARKETPLACE	NM	2
MINI CLUBMAN	NY	22
MINI COOPER	CA	6
MINI COOPER	NV	2
MINI COUNTRYMAN	AK	2
MINI DOMO	FL	12
MINI FRANCE	WA	2
MINI MANSIONS	CO	12
MINI MANSIONS	IA	6
MINI MANSIONS	WI	2
MINI MAUS	WV	6
MITSUBISHI	NY	416
MITSUBISHI	WV	58
MITSUBISHI	CA	26
MITSUBISHI	TX	24
