MS	TOYOTA	6
MS	VOLKSWAGEN	2
MT	BMW	18
MT	TOYOTA	18
MT	FORD	6
MT	GMC	6
MT	SUBARU	6
NC	FORD	36
NC	BMW	30
NC	AUDI	28
NC	HONDA	28
NC	TESLA	26
ND	FERRARI	12
ND	FIAT CHRYSLER	6
ND	IOT SMART TECHNOLOGIES	6
ND	FORD	2
NE	HONDA	28
NE	TOYOTA SIENNA	18
NE	FORD	14
NE	TOYOTA	14
NE	AUDI	12
NH	VOLVO	16
NH	TOYOTA	12
NH	TOYOTA OWNERS	12
NH	TESLA	8
NH	FERRARI	6
NJ	TESLA	72
NJ	BMW	70
NJ	AUDI	42
NJ	HONDA	32
NJ	FERRARI	26
NM	FORD	216
NM	HONDA	136
NM	BMW	120
NM	TOYOTA	108
NM	SMART RESTAURANT GROUP	74
NV	TOYOTA	88
NV	FORD	58
NV	HONDA	58
NV	AUDI	36
NV	LEXUS	34
NY	FORD	4266
NY	CHEVROLET	1854
NY	BMW	1574
NY	TOYOTA	1150
NY	HONDA	1080
OH	FORD	58
OH	HONDA	44
OH	TESLA	38
OH	BMW	32
OH	AUDI	30
OK	AUDI	36
OK	BMW	32
OK	FORD	8
OK	CADILLAC	6
OK	DODGE NATIONAL PRESS	6
OR	AUDI	50
OR	TOYOTA	34
OR	FORD	32
OR	TESLA	32
OR	HONDA	30
PA	BMW	26
PA	TESLA	18
PA	LAMBORGHINI	12
PA	FERRARI	8
PA	TOYOTA	8
RI	AUDI	20
RI	LAMBORGHINI	18
RI	BMW	8
RI	BENTLEY	6
RI	CADILLAC	6
SC	JEEP	30
SC	BMW	24
SC	VOLVO	16
SC	FORD	8
SC	HONDA	8
SD	TOYOTA OWNERS	12
SD	BMW	6
SD	TESLA	6
TN	BMW	18
TN	MERCURY	14
TN	LAMBORGHINI	12
TN	NEPAL SHRI RAM BARAN YADAV	12
TN	BENTLEY	8
TX	FORD	104
TX	HONDA	90
TX	TOYOTA	86
TX	SMART RESTAURANT GROUP	82
TX	TESLA	82
UT	BMW	18
UT	TOYOTA	18
UT	NISSAN	14
UT	JAGUAR	12
UT	MITSUBISHI	12
VA	BMW	26
VA	TOYOTA OWNERS	18
VA	FERRARI	12
VA	HONDA	10
VA	HYUNDAI	8
VT	VOLKSWAGEN	14
VT	SUBARU	12
VT	TOYOTA	8
VT	BENTLEY	6
VT	BMW	6
WA	BMW	46
WA	TOYOTA	42
WA	FORD	36
WA	TESLA	34
WA	HONDA	28
WI	TOYOTA	92
WI	FORD	66
WI	HONDA	66
WI	BMW	64
WI	AUDI	40
WV	HONDA	186
WV	FORD	172
WV	TOYOTA	100
WV	BMW	94
WV	AUDI	84
WY	FORD	110
WY	HONDA	98
WY	BMW	72
WY	NISSAN	36
WY	AUDI	34
